Subject Code,Course Title,Description
Fitness/Leasure,Planning for Sport Policy and Development,"Critically Analyse Sport Development Concepts And Theories And Apply Them To Sport Organisations.
Evaluate Sport Development Policies, Practices, Systems, And Pathways In Relation To Participation And Excellence In Sport.
Evaluate The Role Sport Plays In Political, Social And Economic Outcomes In Society.
Global Citizenship
Present To A Sport Management Audience How Sport Development Works."
Fitness/Leasure,"Educ Games, Gymnastics & Dance","Analyze Various Skill Themes And How They Correlate With Movement Concepts Of Body, Space Awareness, Effort, And Relationships
Perform Basic Individual And Partner Gymnastic Skills Alone, In Combination, And In Sequence While Using Mats And Small And Large Equipment, In Order To Provide Accurate Demonstrations To Physical Education Students
Use Extension, Refinement, And Application Tasks To Accommodate Individual Differences In Gymnastic Ability
Describe The Safety Considerations For Teaching Gymnastics In Public Schools
Develop The Skills Necessary To Skillfully Spot And Assist Students Who Are Attempting To Perform Gymnastics And Tumbling Skills
Effectively Perform A Variety Of Folk, Ethnic, And Cultural Dances
Analyze The Dance Skills Of Self And Others And Provide Appropriate Feedback To Foster The Acquisition Of Skills Among Individuals."
Fitness/Leasure,Beginning Golf and Fitness,"List And Explain The Basic Rules, Etiquette, And Terminology Used In The Game Of Golf.
Score At Least 80% On Tests.
Exceed The Minimum Standards For The 2-Mile Run/Speed Walk Field Test.
Maintain The Required Number Of Weekly Aerobic Points Or Fitbit® As Outlined In Department Policy.
Demonstrate The Basic Skills Needed To Play The Game Of Golf.
Exceed The Minimum Standards For The 2mile Run/Speed Walk Field Test.
Demonstrate The Basic Skills Needed To Play The Game Of Golf.
List And Explain The Basic Rules, Etiquette, And Terminology Used In The Game Of Golf."
Fitness/Leasure,Foundations of Biomechanics,"Application Of Biomechanical Knowledge To Broad Scenarios
Problem Solving In Designing Experimental Studies
People Skills Through Communication With Peers And Module Teaching Team Data Management And Analysis Skills From Data Obtained During Laboratory Sessions
Define Linear Motion, And The Relationship Between Force And Motion
Explain The Terminology And Equipment Used In Biomechanical Analysis And Movement
Perform Basic Quantitative Analyses Of Human Movement In A Sport/Exercise Environment
Analyse Aspects Of Movement In Many Fields Including Teaching, Coaching And Sports Medicine.
Use Of Appropriate Technology
Analyse And Evaluate Relevant Data
Use Data Analysis Software
Manage Time Effectively
Present Ideas / Information Competently
Work In A Team"
Sociology,Social Deviance,"Analyze All Forms Of Deviance As A Social Construction.
Differentiate Between Deviance, Crime And Conformity.
Explain Deviance, Conformity And/Or Criminal Acts From A Sociological Perspective That Includes Historical And Cultural Dimensions.
Analyze The Role Of Power In The Micro/Macro Construction(S) Of Deviance, Conformity And Crime.
Compare And Contrast Key Theoretical Explanations Of Deviance.
Evaluate The Practical Applications Of Positivist, Critical And Interpretive Theories As Tools For Understanding Deviance.
Analyze The Strengths And Weaknesses Of Various Theories, Concepts And Historical Explanations Of Deviance.
Investigate Various Research Methodologies Used To Report And Study Deviance, Conformity And/Or Crime.
Connect Theories Of Deviance To Various Aspects And Institutions Of Human Social Life.
Demonstrate How Socially Constructed Deviant Identities Intersect With Other Social Identities Which May Include Sexual Orientation And Gender; Religion; Youth; Crime; Appearance And Mental Disorders.
Explain Specific Terms And Concepts And Determine How They Are Used In The Study Of Deviance.
Assess Societal Reaction To Deviance .
Differentiate Between Various Historical Trends In The Determination Of Deviant Construction.
Explain That Notions Of Deviance Vary Across Cultures And Times.
Explain Cross Cultural Notions Of Deviance As They Relate To Laws, Customs, And Norms.
Communicate Clearly, Concisely And Correctly In The Written, Spoken, And Visual Form That Fulfills The Purpose And Meets The Needs Of The Audience.
Respond To Written, Spoken, Or Visual Messages In A Manner That Ensures Effective Communication.
Locate, Select, Organize, And Document Information Using Appropriate Technology And Information Systems.
Show Respect For The Diverse Opinions, Values, Belief Systems, And Contributions Of Others.
Interact With Others In Groups Or Teams In Ways That Contribute To Effective Working Relationships And The Achievement Of Goals.
Manage The Use Of Time And Other Resources To Complete Projects.
Take Responsibility For One’s Own Actions, Decisions, And Consequences."
Sociology,Introduction to Sociology,"Define Sociological Concepts Across A Wide Range Of Topics.
Explain The Basic Qualitative And Quantitative Methods That Sociologists Use To Conduct Ethical Research.
Describe How Socialization And Group Membership Shape Individual Human Behavior.
Identify The I Mplications Of Social Inequality And Its Effects On People’s Lives In Societies Across The Globe.
Apply Sociological Imagination, Theories, And Concepts To One’s Own Career Goals And Future Career Success."
Sociology,Sociology of Health and Illness,"Working With Others
Describe The Concepts, Theories, And Methodologies Sociologists Use To Study Health And Illness.
Analyze How Patterns Of Social Interaction Construct Shared Meanings And Experiences Of Health And Illness.
Investigate How Social Inequality And Power Shape Patterns Of Physical And Mental Health In Society.
Outline How Canada’s Healthcare System Interacts With Other Social Institutions To Affect Health.
Examine Social And Ecological Health Issues In The Context Of Social Change."
Sociology,INTRODUCTORY SOCIOLOGY,"Differentiate Social Issues Using Different Theoretical Perspectives.
Distinguish Between The Use Of Various Research Methods, Understanding The Differences Between Quantitative And Qualitative Types Of Research.
Explain The Roles Societies And Institutions Play In Maintaining Social Order And Reproducing Inequality."
Sociology,Special Topics: The Sociology of Substance Use,"Define Basic Concepts And Debates In The Substance Use Field, With Attention To Stigma, Harm Reduction, Enforcement, Prevention, And Treatment.
Analyze And Discuss Substance Use In Canadian Society From A Sociological Lens And Other Comparative (E.G., Public Health, Law, Lived Experience) Perspectives And Identify Implications For Health And Society.
Discuss How Social Factors (E.G., Gender, Class, Race) And Inequities Shape Individual And Institutional Perspectives Of Substance Use And Addictions.
Interpret Evidence About Substance Use, And Related Debates From The Standpoint Of The User, Society And Culture, Service Provider And Policy Maker.
Integrate Existing And Acquired Knowledge About Substance Use And Society As Well As Apply It To Current And Global Debates In A Sociologically Informed Manner."
Sociology,Intro To Sociology,"Examine Social Institutions And Processes Across A Range Of Historical Periods, Social Structures, And Cultures.
Use And Critique Alternative Explanatory Systems Or Theories And To Appraise Differences And Issues Pertaining To Race, Gender, Sexual Orientation, Social Class, Age, Physical Ability And Other Characteristics That Form Bases For Personal And Institutional Discrimination.
Develop And Communicate Alternative Explanations Or Solutions For Contemporary Social Issues.
Analyze The Effects Of Historical, Social, Political, Economic, Cultural, And Global Forces On The Area Under Study.
Recognize And Apply Reasonable Criteria For The Acceptability Of Historical Evidence And Social Research.
Identify And Understand Differences And Commonalities Within Diverse Cultures."
Sociology,Economic Analysis of Social Norms and Development,"Explain, Evaluate And Measure Social Beliefs And Expectations.
Understand The Different Ways, Population Diversity Might Have Implications On Welfare Outcomes.
Assess How Social Trust Can Be Measured And Understand Its Linkage With Development Outcomes.
Understand Emerging Issues Pertaining To Human Capital In General (Education And Health) Especially In The Global South That Include Proximate And Isolate Literacy, Government Interventions And Mental Health Among Others.
Relate Some Of These Issues To Their Own Understanding Of The COVID-19 Pandemic.
Critically Engage With Different Sets Of Literature Discussing The Social Norms, Trust, And Diversity And Evaluate The Core Debates.
Measurement Of Social Norms, Trust And Diversity.
Understanding Emerging Issues On Education And Health In Developing Countries.
Develop Theoretical Arguments Depending On Context Of The Study.
Practical Skills Based On Diverse Set Of Literature And Countervailing Theories On Each Of The Topics, The Student Should Be Able To Think And Form Precise Arguments.
Use Country/ Region Specific Case Studies To Critically Evaluate The Relevance Of These Theories And Arguments.
Write Independent Research Papers, Blogs, And Articles Or Engage In Consulting Independently Or As Part Of A Team.
Analyse Critically The Success And Failure Of Interventions In Developing Economies.
Communicate Articulately On The Topics Covered To Non-Academic Audience."
Sociology,Introduction to Sociology,"Employ The Methods And Data That Historians And Social And Behavioral Scientists Use To Investigate The Human Condition.
Examine Social Institutions And Processes Across A Range Of Historical Periods And Cultures.
Use And Critique Alternative Explanatory Systems Or Theories.
Develop And Communicate Alternative Explanations Or Solutions For Contemporary Social Issues.
Understand The Development Of And The Changing Meanings Of Group Identities In The United States' History And Culture.
Demonstrate An Awareness Of The Individual And Institutional Dynamics Of Unequal Power Relations Between Groups In Contemporary Society.
Analyze Their Own Attitudes, Behaviors, Concepts And Beliefs Regarding Diversity, Racism, And Bigotry.
Describe And Discuss The Experience And Contributions (Political, Social, Economic, Etc.) Of The Many Groups That Shape American Society And Culture, In Particular Those Groups That Have Suffered Discrimination And Exclusion.
Demonstrate Communication Skills Necessary For Living And Working Effectively In A Society With Great Population Diversity.
Students Will Learn About The Foundations Of Sociology And The Basics Of Social Research Methods, And Will Explore Dimensions Of Social Inequality And Social Institutions."
Sociology,Statistics for Sociology,"Summarize, Describe, And Visualize Complex Data,
Demonstrate A Knowledge Of Basic Inferential Statistics By Making Valid Generalizations About The Larger Social World From Sample Data
Understand And Critique Social-Scientific Arguments That Rely On Statistics
Use R To Conduct Careful Statistical Analyses."
Sociology,Introduction to Sociology,"Demonstrate Familiarity With Some Of The Contributions Of Sociology To Understanding Contemporary Society;
Identify And Analyse Some Of The Social Processes That Are Constitutive Of Our Social Worlds And Those Of Others, And How Those Social Worlds Interact With Experience, Self-Identities And Life-Choices;
Apply Sociological Concepts To Make Sense Of Society And To Develop Confidence In Thinking Critically And Reflexively About The Social Explanations And Understandings We Use And Encounter;
Creatively Use Sociological Imagination To Explore, Respond To, And Negotiate Complex Social Experiences Where We Are Confronted By New Freedoms But Also By Often Bewildering Social Changes;
Recognise, Find, Mobilise And Critically Engage Sociological Information And Texts In Your Writing Practice To Sustain Your Own Sociological Argument."
Sociology,Migration and Development,"To Describe The Contents And Dynamics Of The Migration And Development Debate, Have Acquired Knowledge Of The Different Topics And Concepts, And Are Able To Position These In The Broader Context Of Sustainable Development Policy Discourse;
To Chart And Analyse The Relation Between Different Kinds Of Migration And Development With Critical, Context (Spatial-Temporal) Sensitive Perspectives;
To Interpret And Evaluate How Migration And Development Are Framed, And Analyse The Implications;
To Critically Reflect On Policy Interventions (Such As The Sustainable Development Goals, “Migration Deals” Etc.) And Interpret Their Assumptions And Impact
To Communicate Their Knowledge, Individually And In Groups, In Different Formats (Oral, Written And Multi-Media)."
Sociology,Wealth & Poverty,"Understand The Empirical Landscape Of Inequality;
Explore The Factors Driving Economic Inequality;
Assess How Great Wealth Accumulation Among The Top 1% Has Served To Exacerbate Inequality;
Describe And Understand Why The US Is Especially Vulnerable To Sharp Spatial Inequalities;
Critically Analyze How Local Policies Such As Zoning Contribute To Racial And Economic Inequalities;
Identify Recent Trends In Policies That Govern Housing, Climate Change, And Infrastructure
Evaluate The Political Possibilities For Creating A More Equitable Society By Examining Policy Alternatives."
Sociology,Sociology of Law,"Explain Key Concepts, Issues And Theoretical Approaches Relating To The Sociology Of Law.
Apply Relevant Sociological Approaches To Analyse The Complex Relationships Between Law And Society.
Evaluate The Implications Of Law In Relation To Social Inequality.
Clearly Communicate Your Ideas In Written And Verbal Form."
Sociology,Introduction to Sociology,"Describe The Sociological Perspective And The Different Theoretical Strategies Within The Field Of Sociology And Their Implications For The Understanding Of Various Societies.
Identify The Different Research Methods Within The Field Of Sociology And Describe Their Applicability And Relevance Within Various Social Contexts.
Discuss The Four Major Social Revolutions And The Resulting Human Socio-Cultural Development From Hunting And Gathering Societies To Post-Industrial Societies.
Compare The Social Structure Of The U.S. Society With That Of Other Societies And Understand Those Institutional Arrangements From Within Their Own Context.
Analyze Social Conditions Which Influence One's Life Chances By Recognizing Factors Both Internal And External To The Individual.
Explain How Social Organizations Structure Behavior And Relations Among Groups In The U.S. And In Other Societies.
Describe How The Forces Of Social Change Have Shaped And Continue To Shape Social Arrangements Within Societies.
Describe Cultural Variations In What We Learn Through Our Socialization Process And How Socialization Impacts Our Definitions Of Ourselves And The Society Around Us.
Identify Patterns Of Global Stratification And Discuss Theoretical Explanations For These Patterns.
Discuss The Role Of Social Institutions And The World System As It Relates To Problems Of Violence, Poverty And Disease.
Describe And Analyze The Factors That Have Sustained And Shaped Social Inequalities Within The U.S. And The Global Community."
Sociology,Sociology of Gender,"Identify The Ways In Which Gender Roles Have Shaped The Lives Of Men And Women
Critically Examine The Ways In Which Hegemonic Conceptions Of Masculinity And Femininity Have Confined—And Marginalized—Both Men And Women
Identify The Cultural And Social Institutions Through Which Gender Is Socialized
Understand The Ways In Which Gender, Race And Sexuality Intersect And Can Lead To Multiple Oppressions
Examine The Different Ways That Gender Is Constructed In Societies Around The World
Students Will Hone Their Sociological Imagination And Use Innovative And Scientific Inquiry To Explore The Society.
Students Will Learn And Distinguish Between Three Major Sociological Perspectives-- Conflict Theory, Functionalism And Symbolic Interactionism, And Use Effective Written Or Oral Communicate To Apply And Interpret Theoretical Concepts In Social Settings.
Students Will Learn Basic Application Of Statistical Concepts On Sociological Studies And Social Events.
Students Will Gain Insight On The Impact Of Globalization And Use Sociological Tools And Civic Knowledge To Develop Innovative Perspective To Engage In Regional, National, And Global Communities."
Sociology,Introduction to Sociology,"Explain The Theoretical Perspectives And Research Methodologies Used In Sociology And How They Address Both Individual And Collective Behavior.
Illustrate How An Individual’s Race, Class, And Gender Affect His/Her Experiences In The Social World.
Explain The Role Of Social Institutions Such As The Family, Education, The Economy, Religion, And The Polity In Shaping Our Experiences In Society.
Apply Critical Thinking To The World Around You.
Have An Appreciation Of The Complexity And Variety In The World’s Cultures."
Sociology,Introduction to Sociology,"Employ The Methods And Data That Historians And Social And Behavioral Scientists Use To Investigate The Human Condition.
Examine Social Institutions And Processes Across A Range Of Historical Periods And Cultures.
Use And Critique Alternative Explanatory Systems Or Theories.
Develop And Communicate Alternative Explanations Or Solutions For Contemporary Social Issues.
Understand The Development Of And The Changing Meanings Of Group Identities In The United States' History And Culture.
Demonstrate An Awareness Of The Individual And Institutional Dynamics Of Unequal Power Relations Between Groups In Contemporary Society.
Analyze Their Own Attitudes, Behaviors, Concepts And Beliefs Regarding Diversity, Racism, And Bigotry.
Describe And Discuss The Experience And Contributions (Political, Social, Economic, Etc.) Of The Many Groups That Shape American Society And Culture, In Particular Those Groups That Have Suffered Discrimination And Exclusion."
Sociology,Introduction to Social Sciences,"Identify The Concepts, Theories, And Types Of Data Used In Different Social Science Disciplines .
Describe The Quantitative And Qualitative Research Methods Employed In The Social Sciences .
Discuss The Role Of Social Science In Understanding Society.
Apply Relevant Concepts From The Social Sciences To A Current Social Problem.
Articulate Ethical Concerns Raised By Social Science Research.
Identify The Concepts, Theories, And Types Of Data Used In Different Social Science Disciplines.
Describe The Quantitative And Qualitative Research Methods Employed In The Social Sciences.
Discuss The Role Of Social Science In Understanding Society .
Apply Relevant Concepts From The Social Sciences To A Current Social Problem.
Articulate Ethical Concerns Raised By Social Science Research."
Agriculture,Wine Growing Environmental Management,"Explain The Anatomy Of The Vine And What Is Meant By Phenology.
Identify The Anatomy Of The Vine, Including, Shoot, Flower, And The Process Of Development.
Illustrate What Types Off Plant Materials Should Be Used.
Recognize Stages Of Phenolic Ripeness.
Identify Crop Cover Materials And Values.
Identify Various Canopy Management Techniques And Their Strengths And Weaknesses.
Recognize The Trellis And Training That Occur In The Vineyard With Justification.
Discuss Trellis Construction.
Discuss Shoot Positioning, Vigour Assessment, Leaf Removal And Light Interception.
Identify Key Vineyard Equipment And What Which Each Is Used For.
Describe The Various Equipment Used In The Vineyard
Discuss The Use Of Frost Control, Wind Machines, And Other Practices.
Discuss Harvesting Techniques With Cost Implications.
Recognize The Importance Of Soil Health, Irrigation And Vine Nutrition.
Identify The Variables That Require Consideration When Establishing A Vineyard.
Assess The Methods Used To Evaluate A Vineyard For Soil Health And Vine Nutrition.
Identify The Various Physical Properties And Textures Of Soils And Their Influence On The Vine And Wine Quality.
Recognize The Necessity For Fertilization, Drainage And Vine Nutrition.
Recognize The Necessity Of Irrigation, Irrigation Techniques And Best Practices.
Identify Timing And Water Quality For The Use Of Irrigation.
Discuss The Principles Of Pest And Disease Control.
Identify Major Pests And Diseases Of International Importance.
Discuss The Principles Of Pest And Disease Control Including Cycles/Generation Of Potential Problems.
Determine Control And Monitoring Techniques For Pests And Diseases.
Differentiate Between Organic, Biodynamic And Sustainable Practices
Recognize Certifications And Integrated Pest Management.
Discuss International, Provincial And Municipal Laws Including NEC With Respect To Ontario’s Grape And Wine Industry.
Evaluate Energy, Water And Waste Management Practices Within A Winery
Define Winery Waste Water Management.
Recognize The Value And Purpose Of An Environmental Farm Plan.
Identify Requirements For Potable Water Management.
Differentiate Between Food Safety, Traceability, ISO And HACCP.
Be Current On Energy Efficiency /Biogas Success Stories.
Define Normal Farm/Best Management Practices In Both The Vineyard And Winery.
Relate Packaging Concerns To Environmental Considerations.
Communicate Clearly, Concisely And Correctly In The Written, Spoken, And Visual Form That Fulfills The Purpose And Meets The Needs Of The Audience.
Locate, Select, Organize, And Document Information Using Appropriate Technology And Information Systems.
Analyze, Evaluate, And Apply Relevant Information From A Variety Of Sources.
Show Respect For The Diverse Opinions, Values, Belief Systems, And Contributions Of Others.
Interact With Others In Groups Or Teams In Ways That Contribute To Effective Working Relationships And The Achievement Of Goals.
Manage The Use Of Time And Other Resources To Complete Projects.
Take Responsibility For One’s Own Actions, Decisions, And Consequences."
Agriculture,Computers in Agriculture,"Critical Thinking Skills – To Include Creative Thinking, Innovation, Inquiry, And Analysis, Evaluation And Synthesis Of Information
Empirical And Quantitative Skills – To Include The Manipulation And Analysis Of Numerical Data Or Observable Facts Resulting In Informed Conclusions
Teamwork Skills – To Include The Ability To Consider Different Points Of View And To Work Effectively With Others To Support A Shared Purpose Or Goal
Students Will Be Able To Research And Learn Of New Technology That Arises And Affects Our World.
Students Will Be Able To Have A Working Knowledge Of Word Processing, Spreadsheet, And Web Technologies.
Students Will Be Expected To Understand Major Concepts And Terminology Used In The Computer World.
Understand Time Management And Discipline
Understand The Terminology Used In The Computer World
Understand Word Processing
Understand Spreadsheets
Understand Formulas And Calculation Associated With Spreadsheets
Understand How A Web Page Is Written
Comprehend The Design Components Of A Web Page
Have A General Knowledge Of The Computer Field
Have A General Knowledge Of Web Design
Understand The Importance Of New Technology And The Constant Search Thereof.
Have A General Knowledge Of Online Presentation Tools And Creation Techniques."
Agriculture,Soils and Your Life,"Identify And Discuss The Common Soil Types In GA And The USA.
Articulate Various Beneficial Ecosystem Services Soils Provide To Humans.
Understand The Link Between Soil And Human Health.
Understand The Main Challenges Facing Soils.
Understand And Articulate Management Practices To Sustain Soils.
Enhance Student-Faculty Interaction In A Small Class Setting.
Document Academic Dialogue Through Writing, Revision, And Resubmission.
Open Channels Of Communication Between Students And Faculty.
Develop Students’ Skills For Creative Thought And Effective Reasoning.
Promote Intentional And Reflective Learning.
Expose Students To Opportunities To Engage In Research, Public Service, And Varied Forms Of Instruction Both On Campus And Globally (E.G., Study Abroad, Practicums, Internships)
Expose Students To Campus Events That Highlight The Mission Of The University."
Agriculture,Careers in Natural Res & Agri Sciences,"Have Surveyed The Range Of Professions Associated With Natural Resource And Agricultural Sciences.
Have Knowledge Of Career Opportunities In The Natural Resources And Agricultural Sciences Available In The Greater Coachella Valley Region.
Have Knowledge Of Degree Majors, Course Requirements, And Colleges And Universities That Will Facilitate A Career In The Natural Resources And Agricultural Sciences.
Have An Understanding Of The Interrelationships Between The Various Natural Resources And Agricultural Sciences Professions."
Agriculture,Food Processing Food Processing,"The Student Will Gain Knowledge Of The Range Of Products, The Opportunity For Added Value, The Regulatory Environment Pertaining To Each Sector And The Role Of Importance Of Traceability/Quality Assurance.
Describe The Process Operation Of A Milk/Meat Plant
Describe And Evaluate The Principal Products Of The Milk/Meat Industry
Describe And Evaluate The Principle Markets For Meat /Milk Products
Evaluate The Regulatory Environment As Applies To The Milk/Meat Sector With Particular Reference To Traceability And Quality Assurance Measures.
Evaluate And Critique The Concept Of Added Value"
Agriculture,Soil Erosion and Recultivation,"Student Is Able To Identify Erosive Phenomena According To Abiotic Factors.
He / She Manages The Basic Computations Of Erosive Transports On Agricultural Land.
He Has Enough Knowledge To Handle The Erosion Chapter In The Land Consolidation Project."
Agriculture,Production Animal Physiology,"Understand The Principles Regulating Growth Of Food And Fibre, Including Relationships With Product Quality
Be Aware Of Factors That Influence Fertility
Understand The Impacts Of Environmental Stress On Animal Production
Understand The Conversion Of Muscle To Meat, Including Factors That Compromise Meat Quality
Be Aware Of The Factors That Regulate Feed Intake, Including Feed Efficiency"
Agriculture,U.S. AGRICULTURAL TRADE,"Understand Concepts And Terminology Associated With Agricultural Trade
Describe The Role Of The US In International Trade
Identify And Understand Domestic Agricultural Policies That Affect International Trade
Identify Barriers To Trade
Recognize National And International Agencies And Organizations Involved In Agricultural Trade
Understand Approaches That Can Be Used To Analyze Agricultural Trade"
Agriculture,Puzzles & Paradoxes,"Enhance Their Skills In Persuasive Reasoning And In Flexible And Creative Problem-Solving.
Apply A Range Of Problem-Solving Techniques To Solve Word Puzzles, Mathematical Puzzles, And Physical Puzzles;
Identify Different Classes Of Paradoxes;
Present Sound Reasoning In Addressing A Paradoxical Situation;
Document Reasoning Applied In Solving Word Puzzles And Mathematical Puzzles;
Create Word Puzzles And Mathematical Puzzles."
Agriculture,Horticulture Practices and Operations,"Demonstrate Safe And Productive Work Practices.
Arrive To All Classes And Site Activities On Time. With Appropriate Personal Protective Equipment In Good Condition.
Work Productively In Both Independent And Team Work Situations.
Identify Safety Hazards And Take Appropriate Action To Prevent Injury To Themselves And To Others.
Practice Good Housekeeping To Ensure A Safe Work Environment.
Use Tools And Equipment As Per Manufacturers Instructions.
Describe The Requirements Of Safe Job Performance.
Explain The Purpose Of Occupational Health And Safety Legislation.
Identify And Use Proper PPE Equipment In The Workplace.
Complete WHIMIS Training.
Demonstrate The Safe And Proficient Operation Of Ground Maintenance Equipment.
Perform Circle Checks On Various Maintenance Power Tools.
Demonstrate The Ability To Select The Proper Tool For A Specific Task.
Demonstrate The Safe Operation Of Grounds Maintenance Equipment.
Demonstrate Daily Care And Organization Of Tools And Equipment.
Describe And Demonstrate The Essential Skills Of Turf Grass Mowing Practices, Including Equipment Used.
Identify The Conventional Practices Of Turf Grass Management.
Safely Operate A Push/Walk Behind Mower, Line Trimmer, And Sit On Mower.
Identify And Discuss The Mowing Schedule For The NC Grounds, Including Labor Hrs Involved.
Discuss How To Best Plan For Weather Interruptions Of A Weekly Mowing Schedule.
Demonstrated And Experience Horticulture Maintenance Principles/Practices Required During Seasonal Shifts.
Identify A Comprehensive Chronological Maintenance Task List For Preparing The Gardens And Grounds Of The NC Campus To Move From Summer To Autumn Season.
Identify A Comprehensive Chronological Maintenance Task List For Preparing The Gardens And Grounds Of The NC Campus To Move From Autumn To The Winter Season.
Demonstrate Maintenance/Installation Principles And Practices Required For Planting Beds.
Discuss And Experience Conventional Best Practices For Installing A Planting Bed With Quality Soil.
Discuss Job Appropriateness For Selection Conventional Or Sustainable Principles For Planting Bed Installation.
Discuss And Demonstrate Soil Mending And Preparation Of Seasonal Display Planting Areas.
Discuss And Demonstrate Leveling And Preparing A Planting Bed Edge And Crown For Seasonal Or Newly Created Planting Beds.
Discuss And Experience The Importance Of Annual And Perennial Weed Management Methods Within Planting Beds.
Demonstrate Maintenance/Installation Principles And Practices Required For A Variety Of Plants.
Discuss And Demonstrate Best Practices For Planting Seasonal Mums And Spring Bulbs.
Discuss And Demonstrate Laying Out A Variety Of Plant Material In A Planting Bed With Proper Spacing A Highlighting A Plants Best Side For A Mixed Border Design.
Identify A Variety Of Plant Categories On The NC Campus Grounds And Discuss General Maintenance For Each Plant Type.
Identify Different Plant Categories And Find Example On The NC Grounds.
Identify A Variety Of Plants By Common Name That Are In Bloom During The Course On NC Grounds. Distinguish What Category Of Plants They Belong To.
Develop A Comprehensive Chronological List By Seasons To Identify When Types Of Plants Are Pruned, Pruned Heading And Cutback For The Gardens On The NC Campus.
Prepare Media And Plant Parts Required For Asexual Propagation.
Explain The Requirements (Recipe) And Procedure For Mixing A Suitable Rooting Media For Asexual Propagation.
Perform Various Asexual Propagation Techniques With Herbaceous Plant Material.
Compare And Contrast Various Asexual Propagation Techniques.
Discuss The Various Composting Methods Used And The Benefit Of Material Produced For Horticulture And The Environment.
Communicate Clearly, Concisely And Correctly In The Written, Spoken, And Visual Form That Fulfills The Purpose And Meets The Needs Of The Audience.
Respond To Written, Spoken, Or Visual Messages In A Manner That Ensures Effective Communication.
Apply A Systematic Approach To Solve Problems.
Use A Variety Of Thinking Skills To Anticipate And Solve Problems.
Show Respect For The Diverse Opinions, Values, Belief Systems, And Contributions Of Others.
Interact With Others In Groups Or Teams In Ways That Contribute To Effective Working Relationships And The Achievement Of Goals.
Manage The Use Of Time And Other Resources To Complete Projects.
Take Responsibility For One’s Own Actions, Decisions, And Consequences."
Agriculture,Wine Production,"Describe The Winemaking Process And Fundamentals For A Given Wine Style With Proper Terminology.
Differentiate Between Quality Control And Quality Assurance.
Explain The Winemaking Process For Red, White, Rose, Sparkling And Icewines.
Discuss Oak Treatments, Influences And Sources.
Understand Fortified Winemaking.
Perform Basic Juice And Wine Analysis As It Relates To Their Respective Constituents
Complete Berry Sensory Analysis.
Perform Stability Checks And Recognize Faults.
Recognize The Need To Control Sulphites.
Explain Microbial And Colour Stability.
Identify And Understand Dilemma Faced In The Winemaking Process.
Discuss The Role Of Yeasts, Enzymes, Tannins, Acids, PH, And Nutrients And Their Influence On Winemaking.
Define Micro-Oxygenation And Its Role In Winemaking.
Discuss VQA Rules And Regulations.
Effectively Contribute To Winery Harvest Decisions.
Recognize Grape Components And Decisions That Relate To Harvest.
Discuss Data Management, Weather Parameters, Human Resource Strain.
Identify Winery Equipment With Its Functions And Necessity.
Identify Major Health And Safety Hazards In The Winery Lab And Vineyard And Complete Lab Safety Test.
Explain The Need, Styles And Types Of Winery Sanitation And Equipment.
Evaluate Basic Quality Parameters Of Packaging Material.
Discuss How And When To Age Wine And Manage Its Stability In Various Packaging Forms.
Discuss QC And QA Considerations Of Packaging.
Communicate Clearly, Concisely And Correctly In The Written, Spoken, And Visual Form That Fulfills The Purpose And Meets The Needs Of The Audience.
Respond To Written, Spoken, Or Visual Messages In A Manner That Ensures Effective Communication.
Use A Variety Of Thinking Skills To Anticipate And Solve Problems.
Locate, Select, Organize, And Document Information Using Appropriate Technology And Information Systems.
Analyze, Evaluate, And Apply Relevant Information From A Variety Of Sources.
Manage The Use Of Time And Other Resources To Complete Projects.
Take Responsibility For One’s Own Actions, Decisions, And Consequences."
Agriculture,Cannabis Production Science II,"Apply Specific Production Techniques And Conditions To Influence The Chemical Composition Of The Cannabis Crop.
Investigate The Impact Of Varying Nutritional Inputs On The Cannabinoid Content Of Cannabis.
Manipulate Lighting To Promote Optimal Growth And To Achieve Target Cannabinoid Content.
Predict How Cannabinoid Content Of A Cannabis Crop Will Change In Response To Changing Environmental Conditions.
Manipulate Irrigation And Water Treatment Processes To Promote Optimal Growth And To Achieve Target Cannabinoid Content.
Rotate Crops To Maximize The Use Of Available Production Space.
Compare And Contrast The Benefits, Limitations And Applicability Of Various Crop Rotation Strategies.
Design A Crop Schedule Suitable For A Given Cultivar.
Oversee A Crop Rotation.
Investigate Organic Production Methods And Regulation.
Discuss The Benefits And Limitations Of Organic Cannabis Production.
Analyze The Chemical Composition And Efficacy Of Available Organic Fertilizers Suitable For Cannabis Production.
Assess The Various Applications And Regulations Associated With Securing Organic Certification For A Licensed Cannabis Producer.
Compare Cost Associated With Organic Production To Those Associated With Conventional Systems.
Harvest And Process A Cannabis Crop.
Assess The Maturity, Quality And Yield Of A Cannabis Crop.
Perform Key Steps In Harvesting And Processing Cannabis Crop.
Compare And Contrast Various Methods For Drying And Curing Cannabis.
Discuss Post Harvest Physiology Of Cannabis And Its Influence On Product Marketing.
Collect And Sort Important Material From Guest Speakers And Diverse Field Trips To Various Growth Facilities In The Central And Southern Ontario Region."
