Subject,Number,Description
MCB,529,discussion current interest higher eukaryotic cellular molecular biology development neurobiology seminar lecture format professional
MCB,530,presentation discussion current literature well staff research proposals findings reproductive physiology
MCB,534,advanced primary literaturebased discussion microbial metabolism companion prior
MCB,545,experimental analytical foundations functional genomics tailored experimental biologists highthroughput sequencing technologies analyze function animal genomes lectures cover experimental methods tools available bioinformatics analysis gain experience online commandline bioinformatics tools weekly assignments advanced knowledge eukaryotic molecular genetics needed bioinformatics skills professional access networked computer load software order complete assignments
MCB,581,laboratory research methods familiarization firstyear experimental methods used molecular cellular biology research firstyear entering meets first five weeks firstyear status programs
MCB,582,laboratory research methods familiarization firstyear experimental methods used molecular cellular biology research firstyear entering meets second five weeks firstyear status programs
MCB,583,laboratory research methods familiarization firstyear experimental methods used molecular cellular biology research firstyear entering meets third five weeks firstyear status programs
MCB,585,discussions reviews appraisal special microbiology molecular biology seminar lecture professional
MDIA,299,provides toward study accredited foreign institutions overseas programs final determination made upon completion work year residence uiuc good academic prior media
MDIA,572,addresses problems communications individual communicating system symbolic processes analysis messages psycholinguistics language social behavior
MDIA,590,multiple
MDVL,500,teamtaught interdisciplinary seminar varying medieval studies drawing uiuc invited scholars universities
ME,170,geometry topology engineered components creation engineering models presentation standard blueprint form wireframe shaded solids meshed topologies engineering analysis toolpath generation component manufacture iso ansi standards coordinate dimensioning tolerancing geometric dimensioning tolerancing solidmodeling software creating associative models component assembly levels automatic blueprint creation interference checking linked bill materials towards graduation
ME,200,classical thermodynamics second system controlvolume analyses thermodynamic processes irreversibility availability relations ideal gas mixtures toward graduation either
ME,270,dfm methodologies tools material selection traditional materials designing primary manufacturing processes cutting fundamentals casting forming shaping designing plastics snapfits integral hinges etc design assembly dfa geometric dimensioning tolerancing gdt em
ME,297,independent study individual projects related mechanical engineering grade limit grade mode
ME,310,fundamentals fluid mechanics coverage theory applications incompressible viscous inviscid flows compressible high speed flows either
ME,320,principles application heat transfer conduction convection thermal radiation
ME,330,structures polymers metals ceramics basis mechanical behavior manipulation structure processes heat treatment solidification mechanisms material failure service yielding fracture fatigue creep corrosion wear simple design techniques avoid failures strategies materials selection design either
ME,340,dynamic modeling mechanical components systems timedomain frequencydomain analyses linear timeinvariant systems multidegreeoffreedom systems linearization nonlinear systems toward graduation either
ME,360,basic electromechanical techniques used modern instrumentation control systems transducers actuators signal conditioning grounding shielding analog digital signal processing feedback control methods emphasis frequency domain techniques frequency response continuous discrete systems
ME,370,kinematics dynamics machinery usercentered design design thinking analytical computeraided design kinematics dynamic force analysis principle virtual work cam gear design balancing projectbased learning multimechanism system design analysis fabrication evaluation
ME,371,design analysis machinery loadbearing power transmission consideration material failure modes yielding fracture fatigue design selection machine elements threaded fasteners springs rollingelement bearings fluid film lubrication gears friction drives
ME,400,processes systems energy conversion power refrigeration cycles air conditioning thermoelectrics fuel cells idealgas mixtures psychrometrics
ME,404,classical thermodynamics tds equations maxwell relations development thermodynamic property relations behavior real gases thermodynamics mixtures equilibrium chemical reactions equilibrium emphasis combustion reactions statistical thermodynamics effect molecular atomic structure statistical concepts distributions calculation thermodynamic properties gasphase atoms molecules kinetic theory gases vibrations crystals electron gas metals selected applications
ME,410,solution internal compressibleflow problems onedimensional techniques steady unsteady flows smooth abrupt area change friction heat addition mass addition flows weak strong waves multiple confined streams shock waves
ME,412,numerical techniques solving equations governing conduction convective heat transfer steady unsteady fluid flows finitedifference finitevolume techniques basic algorithms applications realworld fluidflow heattransfer problems
ME,452,numerical control systems manufacturing processes principles practices basic numerical control programming methodology numerical control
ME,460,industrial control techniques case studies industrial systems design selection maintenance industrial control systems electromechanical pneumatic thermal hydraulic systems
ME,470,solution realworld design problem development evaluation recommendation alternative solutions subject realistic constraints following considerations economics environment sustainability manufacturability ethics health safety society politics two completion two completion em mechanical sci engineering
ME,471,finite element method application engineering problems truss frame structures heat conduction linear elasticity application software overview advanced structural dynamics fluid flow nonlinear structural analysis alternatively
ME,481,exploration human musculoskeletal system emphasis wholebody organism modeling analysis techniques examining human movement rigidbody modeling techniques forward inverse dynamics lagrangian mechanics examination current orthopedic biomechanics prosthetics orthotics postural control locomotion computerized motioncapture equipment software simulate analyze human movement
ME,487,physical chemical theory design handson fabrication micro nanoelectromechanical systems mems nems cleanroom fabrication theory general cleanroom safety lithography additive subtractive processes bulk surface micromachining deep reactive ion etching drie lithographic galvanoformung abformung liga packaging scaling actuators micronanofluids fabrication two takehome devices piezoresistive sensors microfluidic logic chips demonstrate advanced fabrication processing
ME,496,special project reading james scholars engineering
ME,497,independent study advanced problems related mechanical engineering
ME,498,subject developing knowledge mechanical engineering augment existing curriculum information
ME,503,design internal combustion engines gas forces inertia loads bearing analysis torsional vibration balance lubrication valve cam design stress analysis engine components
ME,510,theoretical gas dynamics fundamental laws basic equations subsonic transonic supersonic steady unsteady flow processes
ME,521,fundamentals convective heat transfer calculation heat transfer within ducts submerged objects laminar turbulent flow natural convection film condensation boiling liquid metals
ME,531,material deformation combined mechanical thermal loading constitutive equations application engineering design inelastic finite element methods material structural degradation fatigue creep conditions
ME,547,teaches linear optimal based methods robust control observerbased nonlinear model reference adaptive control matlab used control system design assignments based aerospace applications design methods currently used industry professional toward graduation
ME,590,presentation discussion significant developments mechanical engineering
ME,597,independent study advanced problems related mechanical engineering
ME,598,subject developing knowledge mechanical engineering augment existing curriculum information
MICR,595,whose microbiology
MILS,102,introduces professional challenges competencies needed effective execution profession arms army communication learn army ethics values shape us army specific ways factors inculcated army culture gain better understanding laws land warfare principles war affect army leaders decision making process understand fundamentals military usgs map reading methods intersection resection terrain association orienteering
MILS,114,continuation actual firing weapons field trip
MILS,202,focuses army doctrine team development begins journey understand demonstrate competencies relate army doctrine army values teamwork warrior ethos relationship land warfare philosophy military service also stressed ability follow also covered team building exercises squad knowledge outside classroom handson performanceoriented environment weekly lab facilitated ms iii cadets supervised cadre available less
MILS,214,continuation military radio communication procedures small unit tactics field trip
MILS,302,principles leadership management practices relationship leadership problem solving decision making human behavior motivation superiorsubordinate relations leadership problems military environment field practical application successful completion enroll
MILS,314,continuation small unit tactics patrolling techniques field trip
MILS,324,continuation field trip
MILS,325,supervised reading research selected area military science
MILS,342,basic examination military management systems personnel supply logistics training maintenance finance administration instruction military administrative skills written verbal communications meeting management briefing techniques discusses motivation counseling techniques basic instruction army environmental protection policies successful completion enroll
MIP,590,wishing study individual problems assigned
MIP,595,advanced seminars current interest physiology
MIP,599,research conducted supervision thesis advisor following cellular molecular physiology b comparative physiology c mammalian physiology human physiology e endocrinology f neurophysiology g radiobiology h environmental stress physiology
MSE,183,teambased laboratory developing concepts introduced practical descriptions materials concepts literature research experimental design concept validation teamwork presentation results
MSE,206,statics mechanics materials concepts pertinent fields materials science engineering force resultants stresses strains produced elastic bodies microscopic effects different loading states tension compression torsion bending deformable bodies beam stresses deflections threedimensional stresses strains
MSE,280,materials science engineering ceramics electronic materials metals polymers bonding crystallography imperfections processing properties semiconductors polymers metals ceramics composites diagrams case studies
MSE,304,electronic structure bonding materials electrical conduction metals semiconductors dielectric magnetic properties solids
MSE,308,experiments characterizing mechanical transport electronic properties materials optical microscopy quartz crystal microbalance various mechanical testing equipment technical communication refined lab reports oral presentations general education sequence receive advanced composition
MSE,396,fundamental tenets research laboratory safety constructing hypothesis design experiments test hypothesis basics mathematical modeling statistical analysis data analysis research data emphasis exposure basic procedures comprising engineering communication importance verbal written communication
MSE,397,individual study topic materials science engineering selected conducted supervision member
MSE,402,kinetics chemical reactions rate equations reaction mechanisms transport processes diffusion equations atomic molecular diffusion transformations nucleation crystallization displacive spinodal decomposition surface interface phenomena sintering grain growth recovery recystallization
MSE,404,experiments direct handson investigations performed computational approaches laboratory experiences fundamental studies well investigations applied permission
MSE,405,fundamentals applications various forms microscopy diffraction characterization physical microstructure materials various forms spectroscopy characterization chemical microstructure
MSE,420,ceramic material fundamentals emphasizing structureproperty relations development control properties wide variety ceramic materials physicochemical point view
MSE,422,electrical ceramics insulators conductors magnetic optical materials role processing cycle microstructure development design performance electrical components capacitors resistors inductors structureproperty relations pyro piezo ferroelectric materials perovskite spinel based structures varistors thermistors transducers actuators memory elements multilayered components applications design project
MSE,441,melt mechanical thermal powder surface processing metals extraction metals joining metals metal composites metal recycling relationships processing metals microstructures produced behavior metal components
MSE,450,polymer solution properties conformation molecular weight characterization rheological viscoelastic behavior relaxations transitions rubber elasticity crystallinity morphology deformation crystalline polymers blends composites methods fabrication
MSE,455,mechanical behavior amorphous semicrystalline polymers overview polymer structure characterization polymer morphology orientation effects rubber elasticity polymer linear viscoelasticity boltzmann superposition mechanical models measurement viscoelastic properties relaxation transitions polymeric yield phenomena plastic flow deformation mechanisms fracture craze formation impact fatigue
MSE,456,behavior composite materials engineering structures behavior properties constituent fibers matrices micromechanical predictions composite properties anisotropic elasticity behavior composite laminae classical lamination theory fracture mechanisms failure theories behavior composite plates beams
MSE,458,physics polymer systems equilibrium conformation structure properties transitions polymer solutions dense melts liquid crystals mixtures block copolymers surfaces interfaces gels rubbers biopolymers electronic polymers
MSE,460,materials science engineering processing semiconductors semiconductor structure chemistry relationships electronic optical properties control processing achieve desired properties design production novel materials
MSE,466,fundamental mechanism materials device design electrochemical energy conversion systems batteries fuel cells electrolyzers supercapacitors emphasis placed thermodynamics kinetics electrode processes well materials specific issues renewable energy electronic structure materials
MSE,473,fundamental unifying principles biomolecular materials science nucleic acids proteins lipids sugars specific nonspecific interactions govern biomolecular behavior wide range contexts eg selfassembly cell adhesion present knowledge empirical evidence integrated discussions experimental characterization manipulation techniques biotechnology application content expository research current literature via case study project
MSE,474,design synthesis polymeric biomaterials nanobiomaterials applications drug gene delivery part fundamental biopolymer synthesis functional group protection deprotection bioconjugation protein pegylation design synthesis natural synthetic nondegradable degradable polymers hydrogels bioinspired materials stimuli responsive biomaterials part preparation nanomedicines drug gene delivery nanofabritation micelles nanoparticles protein conjugates drug conjugates nanoencapsulates polymeric vesicles invitro invivo smallmolecule gene protein delivery impact chemical structures biopolymers stability biocompatibility toxicity invitro invivo efficacy clinical translation resulting nanomedicines drug delivery
MSE,487,survey synthesis processing structure properties technological applications materials nanometer dimensions semiconductor nanocrystals sizedependent optical properties metal nanostructures plasmonics nanowires nanotubes electronics optoelectronics nanoscale heterostructures assembly fabrication
MSE,492,key aspects laboratory setups operating procedures emergency preparedness measures necessary experimentalist
MSE,495,continuation design teams evaluate alternatives finalize concepts model analyze solutions build test final product physical digital present results professionally solutions based knowledge skills design experience acquired earlier work incorporate realistic constraints
MSE,497,individual study topic materials science engineering supervision member
MSE,498,subject developing knowledge materials science engineering augment existing curriculum information
MSE,499,individual research area materials science engineering supervision members staff grade point average
MSE,529,seminar current research science engineering hard materials presentations visiting lecturers staff
MSE,552,molecular ion transport polymers cover range associated small molecule gas liquid dye ion transport polymers starting fundamental perspective applications gas separations drug diffusion liquid extractions water purification electrolytes batteries also discussed professional
MSE,559,seminar current research science engineering soft materials presentations visiting lecturers staff
MSE,580,quantitative treatment physical basis xray electron neutron diffraction instrumentation structural characterization applications materials science condensed matter physics structure condensed matter defects transitions disorder surfaces interfaces
MSE,583,microscopic statistical treatment structure dynamics polymers colloids gels soft materials fundamental connections molecular architecture intermolecular forces collective fluid structure timedependent phenomena brownian motion langevin equation theory viscoelasticity diffusion colloidal suspensions gels glasses dynamics polymer solutions melts
MSE,590,discussions lectures current research direction individual staff members
MSE,595,presentation cuttingedge materials research visiting lectures academia well national industrial research laboratories ii current research conducted
MSE,597,individual study topic materials science engineering supervision member
MSE,598,subject developing knowledge materials science engineering augment existing curriculum information professional
MUS,90,seminar preparing enter teaching enroll prior teaching music education
MUS,102,second four sequential music theory core explores fundamental tonal theory terminology notation analysis musical elements procedures forms specific skills learned melodic analysis species counterpoint first second tonal analysis part writing phrase structure analysis composition harmonization melodies keyboarding placement examination
MUS,105,applies foundational concepts computer science composition analysis symbolic music information works introductory computer science integrate key computer science techniques music concepts run workshop presenting eight large programming projects design implement software systems analyze compose musical scores different formats entering music music technology strong programming experience
MUS,106,instruction contemporary compositional practice beginning stages basis portfolio composition submitted compositiontheory accepted evaluation
MUS,108,continuation aural skills training development performance notational listening skills rhythm melody harmony counterpoint formal aspects musical structure emphasizes tonal pitch structures placement examination
MUS,110,surveys history european american music international context artistic styles representative composers works relationship pertinent nonwestern musical traditions philosophies reviews fundamental music concepts strengthens aural analytical skills familiarizes music library research writing techniques first year music
MUS,120,phonetics applied english song literature individual clinical analysis practice voice applied voice lessons
MUS,122,german pronunciation applied german vocal literature individual clinical analysis practice voice applied voice lessons
MUS,125,english diction dialects introduces variety sounds spoken english throughout world coursework study recorded resources ipa international phonetic alphabet transcription performance monologues scenes musical numbers variety dialects transcription consist written ipa imitative listening speaking coursework consist inclass presentations quizzes transcriptions assessments video audio resources majoring music
MUS,132,within rubric provide analytical historical genres popular music united states around world iterations focus specific genre rock reggae afropop deal broader subjects continua styles rb soul funk hip hop pangeneric international phenomenon pop music globalization twentieth century
MUS,133,survey various musical traditions different regions peoples world
MUS,140,instruction enable demonstrate proper technique characteristic sound two bowed string instruments violin viola cello double bass order teach via demonstration beginning string toward technical musical development music education two music education string
MUS,144,instruction fundamentals playing teaching clarinet acquire knowledge recommended instruments equipment maintenance procedures training materials woodwind bme instrumental concentration
MUS,146,instruction fundamentals playing teaching flute acquire knowledge recommended instruments equipment maintenance procedures training materials music bme instrumental concentration
MUS,147,instruction fundamentals playing teaching oboe acquire knowledge recommended instruments equipment maintenance procedures training materials oriented music bme instrumental concentration
MUS,148,instruction fundamentals playing teaching saxophone acquire knowledge recommended instruments equipment maintenance procedures training materials music bme instrumental concentration
MUS,149,instruction fundamentals playing teaching bassoon acquire knowledge recommended instruments equipment maintenance procedures training materials music bme instrumental concentration
MUS,151,instruction fundamentals playing teaching trumpet acquire knowledge recommended instruments equipment maintenance procedures training materials brass bme instrumental concentration
MUS,153,instruction fundamentals playing teaching horn acquire knowledge recommended instruments equipment maintenance procedures training materials music bme instrumental concentration
MUS,154,instruction fundamentals playing teaching trombone acquire knowledge recommended instruments equipment maintenance procedures training materials music bme instrumental concentration
MUS,155,instruction fundamentals playing teaching euphonium tuba acquire knowledge recommended instruments equipment maintenance procedures training materials music bme instrumental concentration
MUS,158,instruction fundamentals playing teaching percussion instruments acquire knowledge recommended instruments equipment maintenance procedures training materials music bme instrumental concentration
MUS,164,continuation materials presented focusing improvisational idioms jazz piano prepares participation perform three jazz standards functional emphasizes blues form minor iivi chord progressions hands introduces modes technique chord voicing concepts comping sheet realization midlevel fluency keys continuing indepth study overall instrument technique eminent styles performance practices relevant jazz piano improvisation placement exam
MUS,167,continues dynamics group improvisation presented discussion practical application techniques individual melodic development group melodic development group contouring requires preparation group improvisations blues bar song form free group improvising forms well presentations group demonstrations advanced improvisational techniques
MUS,169,experimental seminar introduce nonmusic contemporary ideas music nonmusic
MUS,172,group instruction beginning piano music whose principal performing medium voice orchestral band instrument study simple piano literature development skills technique sight reading harmonization transposition improvisation analysis first two addresses keyboard competency policy nonpiano
MUS,175,continuation skills introduced group instruction moderately advanced piano music whose principal performing medium voice orchestral band instrument emphasis solos ensemble compositions technical development advanced work sight reading harmonization improvisation transposition aural skills
MUS,202,continuation study twentieth century compositional methods placement examination
MUS,206,instruction contemporary compositional practice secondary stages compositiontheory
MUS,208,continuation emphasis atonal pitch structures complex rhythmic organization placement examination
MUS,209,musical acoustics broad introductory presents fundamentals acoustics psychoacoustics contextualized reinforced practical applications music creative audio physical properties sound wave mechanics propagation acoustic measurements perceptual properties sound acoustical properties physical spaces develop mathematical understanding sound learn knowledge solve problems variety technical creative situations
MUS,222,highly participatory appropriate levels singing experience ability final cabaretstyle performance end showcase inclass learning methods instruction vocal exercises group somatic vocal work song memorization inclass performances
MUS,240,provides guided practice observing music teaching learning variety settings develops professional perspective vocabulary analyzing effective teaching diverse learning styles patterns music instruction variety contexts music education permission
MUS,242,fundamental elements conducting score analysis preparation transcription transposition choral instrumental ensembles focused development conducting skills appropriate public school teaching special music majoring music education music
MUS,299,special individual research projects seniors history music music theory curricula open also advanced undergraduates james scholars achieved university honors desire research specialized music performance counts advanced history music music theory curricula
MUS,305,explores designing building music composition software covers implementing musical event container classes functional tools manipulating symbolic music information score file input output scheduling compositional generators create musical output variety different algorithmic techniques computing compositions also explored mapping transformation musical pattern generation markov chains cellular automata chaotic systems microtonality spectralism example outcomes ability work midi data import export modify score files sending data realtime external apps defining data structures represent common musical concepts notes rhythms pitches envelopes patterns etc csmusic music technology strong programming experience
MUS,314,survey development music western civilization present emphasizes acquaintance formal stylistic problems study representative works understanding specific musical concepts light historical general cultural context
MUS,318,provides overview piano repertoire representative works late th century present content assigned readings listening inclass lecturediscussions musical technical challenges works discussed
MUS,331,practicum emphasizing teaching rehearsal techniques score preparation interpretation focuses integration aural vocal keyboard conducting skills choral teacherconductor music education
MUS,342,provides model comprehensive musicianship general music k considers musical conceptual development learners various ages lesson planning assessment strategies classroom music instruction listening performing composing experiences
MUS,346,lecturediscussion methods addresses curriculum development organizationadministration repertoire vocal pedagogy changing voice diction additional typical secondary school choral music
MUS,361,continuation exploration advanced harmonic procedures emphasis aural recognition advanced forms jazz harmonic structures scales chord qualities chord progressions additional emphasis scales chordscale relationships standard jazz harmonic forms blues standard jazz tunes modal tunes placement exam
MUS,363,advanced melodic harmonic rhythmic arranging techniques applied jazz instrumentation emphasis practice analysis voicing orchestration techniques way closed position double way closedposition drop double way closed position drop way closed position three written projects placement examportfolio
MUS,365,advanced elements jazz composition melody construction harmonic devices rhythmic devices used modern jazz compositions continuation expansion materials presented melodic harmonic contouring asymmetrical forms advanced chromaticmodal construction creative practices discussed practiced written assignments projects upon portfolio jazz compositions
MUS,369,continuation survey improvisationaljazz artists advanced write present four papers associated recording transcriptions four advanced improvisationaljazz artists representing four distinct advanced improvisationaljazz styles presentations done
MUS,404,studies specialized composition advanced undergraduates graduates majoring compositiontheory elected others
MUS,406,individual instruction contemporary musical practice submit scores compositions composition order obtain granted basis quality music composed skill demonstrated work submitted undergraduates composition composition
MUS,408,extensive study formal structure representative musical compositions various historical periods renaissance baroque b viennese classical c nineteenth century first half twentieth century e since world war ii
MUS,411,examination aspects musical genre defined composers historical era region performance issues philosophy etc study relationship genre performance genre pedagogy genre creative process genre reception etc topic varies
MUS,413,examination aspects musical performance defined historical era region genre philosophy etc study relationship performance improvisation creative process performance publication performance practices specific genre period community etc topic varies
MUS,415,intensive study sound culture media technologies whether historical contemporary topic varies
MUS,418,seminar devoted intensive study music specific peoples states geographic regions around world topic varies
MUS,421,study chamber choral orchestral music written american composers present jazz offshoots folk popular music experimental music america music
MUS,422,musical theatre repertoire highcontact conducted studio setting methods instruction vocal exercises studying singing musical theatre repertoire song memorization studying evaluating performances utilizing individual evaluations vocal health wellness stressed become familiar styles singing classical contemporary musical theatre two applied voice lessons order music
MUS,430,survey techniques practices materials presentation group individual instruction approach teaching problems tone production musical styles interpretation various age levels actual teaching experience supervision performance voice music
MUS,434,overview assessment evaluation techniques music education emphasizing design performance assessments collect quality data music classroom data improve instruction five weeks devoted contextexploring basic statistical techniques interpret data grad
MUS,436,jazz aural skills ii continuation ear training jazz musician composer ability hear parts tune chord changes rhythmic patterns harmonic implications chord extensions considered fundamental essential skill professional jazz commercial musician
MUS,451,figured bass realization techniques accompanying singers instrumentalists figured bass advanced music piano organ harpsichord accompanying
MUS,452,practical theoretical studies historical tuning temperament early fingerings harpsichord tutors treatises styles figured bass improvisation harpsichord literature related harpsichord performance
MUS,455,continuation introduced
MUS,459,professional work musical organization external school music area related academic exposure participation professional musicrelated activities full documentation internship activities default always credits unless advisors support petitions appropriate academic committee ug grad detailed proposal outlining academic nature content scope internship
MUS,465,continuation materials presented allows look forward backward explore jazz musics unfolding twentieth century beginning roughly continuing present looks music creators recorded music film transcription theory various analytical media techniques prior musical knowledge training preferred
MUS,472,project showcase sequenced two culminating final performances spring time individual team writing fall presenting work end first meet weekly large small groups well frequent individual sessions advisors receiving providing feedback working staging choreography arrangements later assisting production design well improvisation play central role development concept specific songs character driven work four bma lyric theatre
MUS,475,continuation study standard solo literature solo excerpts larger works cantata oratorio opera supplements knowledge literature hisher field voice
MUS,499,special preparation specialized fields musicology compositiontheory performance music education music music education
MUS,500,recital presented partial fulfillment requirements artist diploma admission artist diploma basis audition
MUS,505,studies specialized analysis theoretical systems aesthetics composition theory cognates music
MUS,506,advanced instruction contemporary compositional practice professional
MUS,507,intensive study selected fields music composition theory music compositiontheory
MUS,508,advanced application examination improvisational methods device techniques study advanced chordscale relationships modal harmonic concepts harmonic analysis patterns linearvertical approaches improvising various jazz song forms advanced blues forms asymmetrical standards free improvisational forms advanced modal forms professional jazz performance
MUS,509,seminar explore current facing contemporary wind band conductor subject matter limited exploration literature works chamber winds historical survey cornerstone repertoire also conducting component chamber ensemble professional band conducting admitted cognate members permission
MUS,512,continues materials introduced focuses resources intellectual history theories methodologies ethnomusicology pursue stateofresearch project topic relevant interests selected consultation professional music sound studies minor
MUS,514,seminarstyle practicum teaching western nonwestern music musicology nonmusicology intensive review discussion pedagogical materials instruction syllabus lecture design presentational discussion styles multimedia educational technology professional musicology music sound studies minor
MUS,518,seminar devoted intensive study music specific peoples states geographic regions around world professional dma mm performance composition musicology music sound studies minor
MUS,522,intensive study special musicology whether historical ethnomusicological interdisciplinary approach seminar format professional consult specific information music sound studies minor music performance composition especially dma seeking advanced musicology
MUS,523,problems historical systematic musicology ethnomusicology discussions special problems reports individual research professional musicology music sound studies minor music considered passed consult specific information
MUS,524,intensive historical analytical study works important composers devoted composer professional musicology music sound studies minor music considered passed consult specific information
MUS,525,individual guidance intensive readings literature musicology music theory selected consultation accordance needs interests session musicology music theory
MUS,527,study musical performance classical period emphasis music haydn mozart early beethoven discussion musical instruments ornamentation tempo vibrato etc supplemented demonstration performances universitys collection instruments music undergraduates
MUS,528,basic research skills appropriate study music accessing library resources online databases citation formats plagiarism issues critical reading writing critical editions music dma additional skills planning writing large research paper study strategies resources professional skills dma complete draft proposal final dma project conclusion incoming mm except majoring musicology dma remedial coursework music history satisfied prior
MUS,533,sources research literature music education provides overview traditional research methodologies introduces terminology procedures utilized qualitative quantitative research purpose enable become intelligent consumers interpreters music education research literature professional advanced music music education
MUS,539,provides orientation organization teaching administration music university preparing securing collegeuniversity position promotion tenure ethics evaluation personnelpersonal relations music music education
MUS,540,examination techniques rehearsal conducting preparation wind band chamber wind ensembles concert performance emphasizes discussion analysis preparation selected scores private group lessons well coachingexperience live ensembles select performance opportunities mm wind band conducting
MUS,544,weekly seminar involving special topic discussions critical issues within profession resident doctoral music education residency professional music education
MUS,547,study orchestral symphonic literature present orchestral conducting
MUS,549,continuation materials introduced surveys advanced improvisational theory conception historical lineage polychords pentatonic scales diminished scales modes generated discussion analysis chord functions song forms demonstrate variety linear vertical approaches improvising harmonic scales placement exam
MUS,553,study conducting techniques problems related standard orchestral literature
MUS,558,study solo song larger works solo song music
MUS,560,music
MUS,561,survey solo ensemble wind literature analysis performance possible music recordings collateral readings music
MUS,562,survey analysis field solo ensemble percussion literature analysis performance possible music recordings collateral readings music
MUS,563,critical analytical study vocal ensemble choral music middle ages present professional mm dma choral conducting
MUS,564,participation choral conducting laboratory preparation choral ensemble public performance final residence candidates master music choral music curriculum
MUS,565,study performance problems musical analysis choral music techniques preparation rehearsal various style periods renaissance baroque classicromantic contemporary professional admission doctor musical choral music background doctoral programs
MUS,569,completion master music education curriculum inquiry capstone project study mme complete two capstone projects mme licensure complete capstone project professional
MUS,571,teaching group piano adults private studio community university weekly seminar devoted evaluation improvement teaching techniques music
MUS,572,advanced study orchestral conducting performance pedagogy score studyanalysis rehearsal techniques admission doctoral concentration orchestral conducting
MUS,573,advanced study wind band conducting performance pedagogy score study analysis rehearsal techniques admission doctoral concentration wind band conducting doctoral cognate
MUS,575,continued practice examination arranging applications advanced reharmonization techniques tonicization secondary dominant reharmonizations passing chord reharmonizations score study advanced voicing techniques part spread whole halfstep planing parallelism modal linewriting advanced notation software introduced applied classroom discussion practical application jazz arranging modern music business context placement examportfolio
MUS,576,special projects candidates doctor musical open doctor musical session
MUS,599,research special projects
MUSC,101,instruction piano additional passing performance audition prior initial applied music
MUSC,102,instruction harpsichord additional passing performance audition prior initial applied music
MUSC,103,instruction organ additional passing performance audition prior initial applied music
MUSC,105,instruction voice additional passing performance audition prior initial applied music
MUSC,110,instruction violin music university orchestra additional repeat passing performance audition prior initial applied music
MUSC,111,instruction viola additional passing performance audition prior initial applied music music university orchestra
MUSC,112,instruction cello additional passing performance audition prior initial applied music music university orchestra
MUSC,113,instruction double bass additional passing performance audition prior initial applied music music university orchestra
MUSC,114,instruction harp additional passing performance audition prior initial applied music
MUSC,115,instruction guitar predominantly classical additional passing performance audition prior initial applied music
MUSC,116,instruction electric violin additional passing performance audition prior initial applied music music ensemble
MUSC,117,instruction electric viola music ensemble additional passing performance audition prior initial applied music
MUSC,120,instruction flute additional passing performance audition prior initial applied music
MUSC,121,instruction oboe additional passing performance audition prior initial applied music
MUSC,122,instruction bassoon additional passing performance audition prior initial applied music
MUSC,123,instruction clarinet additional passing performance audition prior initial applied music
MUSC,124,instruction saxophone additional passing performance audition prior initial applied music
MUSC,125,instruction trumpet additional passing performance audition prior initial applied music
MUSC,126,instruction horn additional passing performance audition prior initial applied music
MUSC,127,instruction trombone additional passing performance audition prior initial applied music
MUSC,128,instruction euphonium additional passing performance audition prior initial applied music
MUSC,129,instruction tuba additional passing performance audition prior initial applied music
MUSC,130,instruction percussion additional passing performance audition prior initial applied music
MUSC,131,instruction jazz voice normally associated jazz idiom additional passing performance audition jazz prior initial applied music
MUSC,132,instruction jazz saxophone normally associated jazz idiom additional passing performance audition jazz prior initial applied music
MUSC,133,instruction jazz trumpet normally associated jazz idiom additional passing performance audition jazz prior initial applied music
MUSC,134,instruction jazz trombone normally associated jazz idiom additional passing performance audition jazz prior initial applied music
MUSC,135,instruction jazz piano normally associated jazz idiom additional passing performance audition jazz prior initial applied music
MUSC,136,instruction jazz bass normally associated jazz idiom additional passing performance audition jazz prior initial applied music
MUSC,137,instruction jazz guitar normally associated jazz idiom additional passing performance audition jazz prior initial applied music
MUSC,138,instruction jazz percussion normally associated jazz idiom additional passing performance audition jazz prior initial applied music
MUSC,300,recital represents thirdyear applied music project majoring music performance completing two applied music study public recital year recital differs permission applied music minimum four applied music study appropriate applied music permission applied music
MUSC,400,recital represents final applied music project studying music performance music composition public recital year recital differs permission applied music minimum six applied music study appropriate applied music permission applied music music performance
